DISTRICT_CD,DISTRICT,SDPO_CD,SDPO,CIRCLE_CD,CIRCLE,PS_CD,PS
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,0,-,2016070,Yerraguntla UPS
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016204,Jammalamadugu Rural Circle,2016024,Mylavaram
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016204,Jammalamadugu Rural Circle,2016038,Peddamudium
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016204,Jammalamadugu Rural Circle,2016055,Talamanchipatnam
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016230,Yerraguntla UPS,2016021,Kalamalla
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016205,Kondapuram Circle,2016027,Kondapuram
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,2016205,Kondapuram Circle,2016056,Tallaproddatur
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016072,Chinna Chowk UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016011,Kadapa I Town UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016012,Kadapa II Town UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016009,Kadapa Rural UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016073,RIMS UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016013,Chintakomma Dinne UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,2016202,Kadapa Rural Circle,2016039,Pendlimarri
2016,YSR Kadapa,2016400,Kadapa SDPO,2016228,Kamalapuram Circle,2016061,Vallur
2016,YSR Kadapa,2016405,Rajampet SDPO,2016216,Vontimitta Circle,2016052,Sidhout
2016,YSR Kadapa,2016405,Rajampet SDPO,2016216,Vontimitta Circle,2016065,Vontimitta
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016006,Chennur UPS
2016,YSR Kadapa,2016400,Kadapa SDPO,2016202,Kadapa Rural Circle,2016016,Gangireddipalli (V.N.Palli)
2016,YSR Kadapa,2016400,Kadapa SDPO,2016228,Kamalapuram Circle,2016023,Kamalapuram
2016,YSR Kadapa,2016402,Mydukur SDPO,0,-,2016002,Badvel UPS
2016,YSR Kadapa,2016402,Mydukur SDPO,0,-,2016032,Mydukur UPS
2016,YSR Kadapa,2016402,Mydukur SDPO,2016206,Badvel Rural Circle,2016001,Atlur
2016,YSR Kadapa,2016402,Mydukur SDPO,2016206,Badvel Rural Circle,2016071,B.Kodur
2016,YSR Kadapa,2016402,Mydukur SDPO,2016206,Badvel Rural Circle,2016003,Badvel Rural (Gopavaram)
2016,YSR Kadapa,2016402,Mydukur SDPO,2016207,Mydukur Rural Circle,2016004,B.Matam
2016,YSR Kadapa,2016402,Mydukur SDPO,2016207,Mydukur Rural Circle,2016010,Chapadu
2016,YSR Kadapa,2016402,Mydukur SDPO,2016207,Mydukur Rural Circle,2016014,Duvvur
2016,YSR Kadapa,2016402,Mydukur SDPO,0,-,2016025,Khajipet UPS
2016,YSR Kadapa,2016402,Mydukur SDPO,2016208,Porumamilla Circle,2016022,Kalasapadu
2016,YSR Kadapa,2016402,Mydukur SDPO,2016208,Porumamilla Circle,2016040,Porumamilla
2016,YSR Kadapa,2016402,Mydukur SDPO,2016208,Porumamilla Circle,2016080,S.A.Kasinayana (SAKN PS)
2016,YSR Kadapa,2016403,Proddatur SDPO,0,-,2016042,Proddatur I Town UPS
2016,YSR Kadapa,2016403,Proddatur SDPO,0,-,2016043,Proddatur II Town UPS
2016,YSR Kadapa,2016403,Proddatur SDPO,0,-,2016047,Proddatur III Town UPS
2016,YSR Kadapa,2016403,Proddatur SDPO,0,-,2016075,Proddatur Traffic
2016,YSR Kadapa,2016403,Proddatur SDPO,2016209,Proddatur Rural Circle,2016041,Proddatur Rural
2016,YSR Kadapa,2016403,Proddatur SDPO,2016209,Proddatur Rural Circle,2016049,Rajupalem
2016,YSR Kadapa,2016404,Pulivendula SDPO,0,-,2016076,Pulivendula Traffic
2016,YSR Kadapa,2016404,Pulivendula SDPO,0,-,2016044,Pulivendula UPS
2016,YSR Kadapa,2016404,Pulivendula SDPO,0,-,2016063,Vempalli UPS
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016222,Pulivendula Rural Circle,2016029,Lingala
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016222,Pulivendula Rural Circle,2016053,Simhadripuram
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016222,Pulivendula Rural Circle,2016057,Thondur
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016223,RK Valley Circle,2016005,Chekrayapet
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016223,RK Valley Circle,2016074,RK Valley
2016,YSR Kadapa,2016404,Pulivendula SDPO,2016223,RK Valley Circle,2016064,Vemula
2016,YSR Kadapa,2016405,Rajampet SDPO,0,-,2016048,Rajampet UPS
2016,YSR Kadapa,2016405,Rajampet SDPO,0,-,2016033,Mannur UPS
2016,YSR Kadapa,2016405,Rajampet SDPO,2016216,Vontimitta Circle,2016034,Nandalur
2016,YSR Kadapa,2016405,Rajampet SDPO,2016231,T.Sundupalli Circle,2016058,T. Sundupalli
2016,YSR Kadapa,0,-,0,-,2016060,"Mahila UPS, Kadapa"
